项目ID,项目编号,项目名称,项目金额,业务模式,业务条线,租赁模式,项目状态,客户ID,客户名称,客户经理ID,客户经理名称,部门ID,部门名称,机构ID,机构名称,项目资金用途,国家,省份,市,地区,详细地址,项目第一偿还来源,项目第二偿还来源,租赁物描述,争议解决方式,数据版本,创建人,创建时间,最后修改人,最后修改时间,单据来源主键,单据来源类型,出租人机构ID,业务单据类型,总裁审批状态,是否上预审会,是否上审决会,删除标识,审批结束时间,总裁审批通过时间,决策有效期,全投资内部收益率,租赁利率,调整方式,保证金比例及收取方式,手续费比例及收取方式,租金支付方式,审决会投票委员,项目来源,客户initId,项目初始化id,业务变更版本号,业务属性,业务类型,租赁物类型,项目资金类型,业务条线类型
95791714-cb27-48a4-8a75-23067a4da283,XM2023080001,天津中旺100MW风电直租项目,700000000.0,普通融资租赁,风力发电,直租,PASS,1035880c-f3cb-462c-aeb6-2d43db006d42,天津市铭源嘉旺新能源科技发展有限公司,102845,张蕾,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,支付建设本项目的设备、设施采购及施工款,156.0,天津市,市辖区,静海区,,发电收益,股东借款,风力发电设备及不动产,litigation,29,102845,2023-08-04 16:32:43,102870,2023-08-15 13:47:39,a40fb335-8b4e-4272-ba3a-9bf8982c7c6c,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,1.0,1.0,1.0,0,2023/08/15 13:47:38,2023/08/15,1,0.0567,参照2023年07月20日央行五年期LPR4.20%利率加点值30.00BP，即4.50%。,浮动利率,0,1.2%，第一次下款后3个工作日内支付420万，2023年9月30日前支付420万,宽限期内只还息不还本，宽限期结束等额本息，季末付,"[""103030"", ""102542"", ""103029"", ""102544"", ""102644"", ""102929"", ""102622"", ""102976"", ""103010""]",,e15a5547-ded7-4a60-a791-3a8dae77e0b4,292f7c25-e742-41e1-b870-981d0ba61445,1.0,市场化,常规融资租赁,风电设备,设备采购,风电
9579f40d-f40f-4a2c-83b2-50f8bdbb2b87,XM2025060006,山西朔州100MW风电银赁通项目,344000000.0,普通融资租赁,风力发电,回租,PASS,edc76499-b8ca-480a-b8f0-e3882e671114,晋能（天津）融资租赁有限公司,102665,杨洋,yls_kflj7000083a4f,业务三部,yls_kflj700008aglr,富鸿资本（湖南）融资租赁有限公司,通道业务,156.0,山西省,朔州市,平鲁区,,项目公司发电收入,电价补贴,风力发电设备及配套构筑物,litigation,146,102665,2025-06-19 17:26:43,000,2026-04-21 01:00:47,0ca7c363-c168-46ea-b162-d8f831eefe23,BUSINESS_APPLY,yls_kflj700008aglr,STATISTIC,1.0,1.0,1.0,0,2025/06/20 15:17:50,2025/06/20,0,0.1,参照2025年05月20日央行一年期LPR3.00%利率加点值3.02BP，即3.03%。,浮动利率,0,晋能融资租赁有限公司向底层承租人投放租赁本金，次日富鸿资本向晋能租赁以3.02%为利率投放等额租赁本金，次日由山西邮政储蓄银行以2.92%为利率向富鸿资本投放等额的贷款本金，以实现无追保理。,根据银行还款计划调整,"[""103049"", ""102929"", ""c72d2b1a-3f58-4920-9d00-39827c42dfdb"", ""102569"", ""102791"", ""103075"", ""103010""]",,0fc1c55f-a2f0-49bd-81ad-20bbadc86b6a,9be1f413-9b54-41e1-b46b-f04e59e72438,1.0,市场化,SILVER_LEASE,风电设备,其他,风电
9851f4fb-9904-42c2-965d-f2991582cff4,XM2024050009,衢州衢江区莲花镇47.66MWp农光互补直租项目,204938000.0,普通融资租赁,光伏发电,直租,PASS,949613ca-63b5-45bb-9d81-b39dc5dfabc7,衢州宏升新能源科技有限公司,102684,蔡佳,yls_kf10000001mq7a,业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,用于衢州衢江区莲花镇47.66MWp农光互补项目建设,156.0,浙江省,衢州市,衢江区,浙江省衢州市衢江区莲花镇,电费收入,股东担保,光伏发电设备及附属设施,litigation,40,847d3c34-b2b8-4638-b15d-189ae2bfda4a,2024-05-28 13:57:37,102870,2024-07-05 09:06:02,157f8a22-f0f3-4524-8d12-84f85bd5ddba,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,1.0,1.0,1.0,0,2024/07/05 09:06:02,2024/07/03,1,0.0416,参照2024年06月20日央行五年期LPR3.95%利率加点值5.00BP，即4.00%。,固定利率,无,以每一笔投放资金为基数收取0.5%，于下款后三日内收取,宽限期12个月，宽限期只还息不还本，宽限期后等额本息，季付，季后付,"[""102559"", ""102929"", ""102622"", ""102976"", ""103049"", ""102644"", ""206755c0-7349-4c5f-9ece-a23c3dd52f70"", ""102683""]",NEW_MARKET_DEVELOP,66d03503-4829-4829-b58e-f591d0b4e8ff,830abd11-cd2c-488b-a6ae-f8bde3575439,1.0,市场化,常规融资租赁,光伏设备,项目建设,光伏
99080a8b-e34f-40d2-b786-a7144b852597,XM2023050002,盐池县华秦20MW回租项目,100000000.0,普通融资租赁,光伏发电,回租,PASS,c58b95be-f54d-4c7f-b26c-43e9092ee858,盐池县华秦太阳能发电有限公司,102616,吴怡,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,用于光伏电站发电设备,156.0,宁夏回族自治区,吴忠市,盐池县,本工程位于宁夏回族自治区吴忠市盐池县内，利用中赢正源项目场址范围内的空余场地进行建设,电费收入,担保公司,光伏发电设备及附属设施,litigation,35,102616,2023-05-22 16:18:21,102870,2023-06-27 09:12:03,cd6c0a93-63bc-45d8-b8a0-050e28214581,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,1.0,1.0,1.0,0,2023/06/27 09:12:02,2023/06/26,1,0.09,参照2023年05月22日央行五年期LPR4.30%利率加点值135.00BP，即5.65%。,浮动利率,不收取,2%，放款前一天收取,宽限期1年，只还息不还本；之后等额本息，季付进行租金偿还,"[""103030"", ""102542"", ""103029"", ""102544"", ""102644"", ""102929"", ""102622"", ""102976"", ""103010""]",OLD_CUST_RECOMMEND,d023a7fc-1cd2-4997-b894-1ea1b6a3ddff,172c1765-8293-4395-a5b1-2b09cad49ef1,1.0,市场化,常规融资租赁,光伏设备,其他,光伏
99f9682b-93d1-45b8-93e7-565ae738f27b,XM2025100004,锡林郭勒盟苏尼特右旗500MW/2000MWh独立储能专项行动项目,1500000000.0,普通融资租赁,储能业务,直租+回租,PASS,0f3cc1e1-5cd8-4e3d-bf42-2e2a2df9108a,苏尼特右旗远吉新能源有限公司,801de465-88f9-4ba7-b317-0bb6fd1d7f77,张启祯,256fcc7c-b990-407e-9422-14185e7d6b52,业务四部,yls_kflj700008aglr,富鸿资本（湖南）融资租赁有限公司,用于购买独立储能电站设备及附属设施建设,156.0,内蒙古自治区,锡林郭勒盟,苏尼特右旗,内蒙古自治区锡林郭勒盟苏尼特右旗乌日根塔拉镇,独立储能电站现货交易充放电价差,补贴年限为10年的0.35/kWh的容量补贴,独立储能电站及附属设施,litigation,26,801de465-88f9-4ba7-b317-0bb6fd1d7f77,2025-10-28 16:21:51,801de465-88f9-4ba7-b317-0bb6fd1d7f77,2025-11-19 10:27:03,bfba993e-5037-4b8b-8cf0-5da14c7167b2,BUSINESS_APPLY,yls_kflj700008aglr,STATISTIC,1.0,1.0,1.0,0,2025/11/05 16:20:51,2025/11/05,1,0.0841,参照2025年10月20日央行五年期LPR3.50%利率加点值110.00BP，即4.60%。,浮动利率,0%；不收取保证金,按照租赁本金的1%收取；放款后5个工作日按放款金额等比例收取,按季计息，期初10号收取。宽限期6个月，宽限期内只还利息不还本金，宽限期后正常还本付息。,"[""103049"", ""102929"", ""102653"", ""102569"", ""102791"", ""103075"", ""103010""]",NEW_MARKET_DEVELOP,d352d915-5f85-414f-92c7-f334266639ae,984c7bbd-66bc-4006-b4d9-e47a33924428,1.0,市场化,常规融资租赁,储能设备,设备采购,储能
9a5151fc-4b24-47ec-bf1d-01f6eb0099fe,XM2025060010,山西邮储银赁通项目,344000000.0,普通融资租赁,风力发电,回租,PASS,2a51405b-d25d-4f34-80fa-ae7f8f857612,晋能清洁能源风力发电有限责任公司,102665,杨洋,yls_kflj7000083a4f,业务三部,yls_kflj700008aglr,富鸿资本（湖南）融资租赁有限公司,晋能租赁投放给底层承租人后，我司投放给晋能租赁，最后无追保理给邮储银行,156.0,山西省,朔州市,平鲁区,,项目公司发电收入,电价补贴,风力发电设备及配套构筑物,litigation,6,102665,2025-06-27 09:45:16,103014,2025-06-27 10:19:44,7fc4475b-84bb-4fef-bd76-a7dc34bf2275,BUSINESS_APPLY,yls_kflj700008aglr,STATISTIC,,0.0,0.0,0,2025/06/27 10:19:44,,1,0.1,参照2025年06月20日央行一年期LPR3.00%利率加点值2.00BP，即3.02%。,浮动利率,0,晋能融资租赁有限公司向底层承租人投放租赁本金，次日富鸿资本向晋能租赁以3.02%为利率投放等额租赁本金，次日由山西邮政储蓄银行以2.92%为利率向富鸿资本投放等额的贷款本金，以实现无追保理。,根据银行还款计划调整,,,a0d68c4f-703c-4131-81c0-72f79cf8868b,0dd65a10-f409-46a0-a4f4-348c07777594,1.0,市场化,SILVER_LEASE,风电设备,其他,风电
9a647c86-5a50-420c-bd70-6b648aa08750,XM2023050004,广东顺德KDS-3MW/9.6MWh用户侧储能项目,11000000.0,普通融资租赁,储能业务,直租,PASS,93db2552-d46f-4f8c-b3e5-af81bc41cfb9,山东广寓启源电力技术服务有限公司,102625,和玉姗,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,购买储能设备及电站建设,156.0,广东省,佛山市,顺德区,广东省佛山市顺德区,电站发电收入,股东提供连带责任担保,储能系统,compulsoryNotarization,4,102625,2023-10-18 15:49:23,102870,2023-10-23 14:48:54,e53546a5-7789-40a9-8165-fc1767725e16,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,1.0,0.0,0.0,0,2023/06/08 13:39:51,2023/06/07,1,0.0658,参照2023年05月22日央行五年期LPR4.30%利率加点值170.00BP，即6.00%。,浮动利率,0,2%，按放款金额等比例收取,宽限期6个月，宽限期只还息不还本，宽限期结束后等额本息,,NEW_MARKET_DEVELOP,d8688f29-0bf5-48a1-ba6e-fd1ead55c23c,f685634b-ba90-4154-9812-0290addcd6ad,2.0,市场化,常规融资租赁,储能设备,设备采购,储能
9cca16d8-8441-48ed-a84b-616afc50216c,XM2022090084,国电投广东鲁聊城晶科55MW农光互补项目,200000000.0,普通融资租赁,光伏发电,直租+回租,PASS,63ae3596-a769-4ee4-a862-f885ba308511,聊城市晶科光伏发电有限公司,102628,谢涛,yls_dev10000005bq11,资产管理部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,置换招商局租赁融资租赁款，偿还EPC及设备供应商欠款,156.0,山东省,聊城市,东昌府区,,电站发电收入,股东担保,光伏电站发电设备及配套设施,litigation,160,102625,2022-09-18 09:13:19,000,2026-03-27 14:52:08,d5a4e34c-981a-40af-ab95-25391b2e060b,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,1.0,1.0,1.0,0,2022/09/26 09:07:44,2022/09/25,0,0.0592,参照2022年08月22日央行一年期LPR3.65%利率加点值75.00BP，即4.40%。,固定利率,无,1%，按放款金额等比例收取,按季支付,"[""102542"", ""103029"", ""102670"", ""102644"", ""102929"", ""102622"", ""102976"", ""103010"", ""103030""]",INTRA_GROUP_RECOMMEND,7e5d8323-7905-4077-b36a-1ffaa84fa10e,b23a3280-6115-40ee-86d6-8c9a84805ab3,1.0,服务国电投集团,未知,光伏设备,置换/偿还融资,光伏
a065a277-4695-49da-9b95-c7ead313a20d,XM2025040004,山西昔阳40MW风电直租项目,190000000.0,普通融资租赁,风力发电,直租,PASS,67e8a239-5138-4a42-a3a1-fb05d990299b,昔阳招能风力发电有限公司,102665,杨洋,yls_kflj7000083a4f,业务三部,yls_kflj700008aglr,富鸿资本（湖南）融资租赁有限公司,支付EPC款项，用于电站建设,156.0,山西省,晋中市,昔阳县,,承租人发电收入,承租人股东提供连带责任担保,风力发电机组及相关配套构筑物,litigation,22,102665,2025-04-09 09:25:39,103014,2025-04-11 18:09:33,d08fe827-6f91-4b88-8caf-74c1d0c26c49,BUSINESS_APPLY,yls_kflj700008aglr,STATISTIC,1.0,1.0,1.0,0,2025/04/11 18:09:32,2025/04/11,1,0.05,参照2025年03月20日央行五年期LPR3.60%利率加点值90.00BP，即4.50%。,浮动利率,无保证金,1%，下款后3个工作日支付,不规则支付，宽限期9个月，宽限期仅还利息，按季度付息，宽限期后按照等额本息方式支付租金,"[""103049"", ""102683"", ""102929"", ""c72d2b1a-3f58-4920-9d00-39827c42dfdb"", ""102569"", ""102791"", ""103075""]",,aa2df02f-43be-4097-9161-b38203e0791a,fe690383-d19b-4397-b2a1-f9a4e1379c7c,1.0,市场化,常规融资租赁,风电设备,EPC款项,风电
a0f985d3-dc91-404d-af02-a2249061a9d7,XM2025060005,中源纺织3.225MW/6.27MWh用户侧储能项目,5831100.0,普通融资租赁,储能业务,直租,PASS,42a3ed6e-b7af-485c-b887-59bb10e8a1ad,沭阳绿电中源能源有限公司,02a7f4e5-f6e5-418d-b01c-b98860453e17,严容,yls_kflj7000083a4e,业务一部,yls_kflj700008aglr,富鸿资本（湖南）融资租赁有限公司,用于工商业储能项目建设,156.0,江苏省,宿迁市,沭阳县,,营业收入,担保方资金,储能设备及储能基础设施建设,litigation,21,02a7f4e5-f6e5-418d-b01c-b98860453e17,2025-06-17 09:17:07,103014,2025-06-24 09:29:07,65daeb0f-6587-48ee-9c32-9a16c2015547,BUSINESS_APPLY,yls_kflj700008aglr,STATISTIC,,0.0,0.0,0,2025/06/24 09:29:07,,1,0.05,参照2025年03月20日央行五年期LPR3.60%利率加点值125.00BP，即4.85%。,固定利率,0%,按照租赁本金的0.5%，于2025年12月25之前收取,前两期宽限期，（第一期不还本息，第二期还息不还本，第一期利息在第二期付息时一并收取）,,,7bcd66dc-8cb4-4a20-a207-6ed718df4ab7,c01622b3-b46d-4410-a6b7-da1796000ff1,1.0,服务国电投集团,常规融资租赁,储能设备,项目建设,储能
a2825901-8e00-4d8e-932c-b8d8525f4e5f,XM2022100003,双碳锦州大学科技园&科创中试基地分布式光伏设备直租,5000000.0,普通融资租赁,光伏发电,直租,PASS,507273e3-2811-4bd5-9cf9-0cd29c107314,双碳（锦州）新能源有限公司,102656,郭家强,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,用于分布式屋顶光伏电站建设用款,156.0,辽宁省,锦州市,市辖区,,电站电费收入,国电投中卫新能源公司收购,分布式光伏电站的发电设备及配套设施,litigation,28,102656,2022-10-25 23:35:50,102870,2022-11-23 10:04:00,b0ecf39a-96db-4b06-a9a2-6ff87c930b8e,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,0.0,0.0,0,2022/11/23 10:03:59,,1,0.1024,7.00%,浮动利率，2022年10月20日LPR五年期4.30%上浮270BP,比例0%,1）比例5%；2）收取方式：下款前一次性收取,宽限期半年，只还息不还本，后九年半等额本息,,INTRA_GROUP_RECOMMEND,742e34c0-ec36-42d4-86ec-f2cad071fb32,3f52d5d3-06d4-44dc-8287-39eb5ba36003,1.0,服务国电投集团,未知,光伏设备,项目建设,光伏
a282c0a5-5b84-45cd-865c-fdafe04f25a3,XM2024090003,绍兴固拓化纤0.575MW/1.145MWh用户侧储能项目,1603000.0,普通融资租赁,储能业务,直租,PASS,ccb6c49b-9bd5-42d6-8bba-7e4edfc9f81b,绍兴绿荷新能源有限公司,102537,钱奔,yls_kflj7000083a4e,业务一部,yls_kflj700008aglr,富鸿资本（湖南）融资租赁有限公司,购置储能设备及其附属设施,156.0,浙江省,绍兴市,越城区,,电费,担保人担保,储能设备及其附属设施,litigation,17,103074,2024-09-24 16:30:45,103014,2024-09-29 15:05:04,596fa4b9-1df8-4a95-a084-49db3e9c8a60,BUSINESS_APPLY,yls_kflj700008aglr,STATISTIC,,0.0,0.0,0,2024/09/29 15:05:04,,1,0.0516,参照2024年08月20日央行五年期LPR3.85%利率加点值100.00BP，即4.85%。,固定利率,无,1）比例：5‰；2）收取方式：2024年12月20日一次性收取,按等额本息计息，季度还款，期末20日收取。宽限期1个季度，宽限期内只还息不还本，宽限期结束后正常还款。,,,3100d815-1c9c-42e7-8d94-666f429213d7,c8bc0f40-2ef7-4b59-b9a2-dc812192704b,1.0,市场化,常规融资租赁,储能设备,设备采购,储能
a38da8f2-6d04-4544-a303-3473bc4c693c,XM2023010001,营口市西市区鑫峰铝业自发自用分布式光伏项目,10500000.0,普通融资租赁,光伏发电,直租,PASS,2a4ec25a-a28a-455c-bedb-0507218d12ce,营口市隆辉新能源有限公司,102616,吴怡,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,用于光伏电站发电设备采购,156.0,辽宁省,营口市,西市区,中国（辽宁）自由贸易试验区营口片区滨海路南57甲号（即科技城孵化器一期9#楼213-01）,电费收入,实控人担保,光伏电站,litigation,28,102616,2023-01-04 18:57:49,102870,2023-01-11 09:07:55,caff5ca9-061d-4896-84e0-34316df67554,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,0.0,0.0,0,2023/01/11 09:07:55,,1,0.0931,参照2022年11月21日央行五年期LPR6.0000%利率加点值170.00BP,浮动利率,0,一次性收取2.38%手续费,不规则,,NEW_MARKET_DEVELOP,df34296e-b02f-48fb-b952-dcc4488f9886,02284072-260b-4fac-9702-82eecefe36f8,1.0,市场化,常规融资租赁,光伏设备,设备采购,光伏
ac245937-a576-48d0-be25-e70b341fa2f6,XM2024050002,中赢正源100MW风电回租项目,500000000.0,普通融资租赁,风力发电,回租,PASS,33bc3caa-7f98-4f19-b7db-b5ddd7b03c38,中赢正源（盐池）新能源有限公司,102596,刘远洋,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,偿还债务及补充流动资金,156.0,宁夏回族自治区,吴忠市,盐池县,,发电收益,股东借款,风力发电设备及不动产,litigation,13,102845,2024-05-27 10:12:43,103047,2024-09-13 18:10:25,fe437a23-368c-4b3b-b370-15db2fc53ec8,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,1.0,0.0,0.0,0,2024/05/22 11:18:56,2024/05/22,1,0.0986,参照2024年04月22日央行五年期LPR3.95%利率加点值35.00BP，即4.30%。,浮动利率,0,租赁本金的1%,等额本息，季末款,"[""102559"", ""102929"", ""102622"", ""102976"", ""103049"", ""102644"", ""206755c0-7349-4c5f-9ece-a23c3dd52f70"", ""102683""]",,KF18SJQYlj2000000656,ff297af4-0b7c-4d40-87bf-c3dde8f6f38e,2.0,市场化,常规融资租赁,风电设备,补充流动资金,风电
ad8f6d22-f94d-4fb9-9e67-1a4425ba45d8,XM2025070005,上海临港新片区特斯拉超级工厂用户侧40MW/80MWh储能设备直租项目,112920000.0,普通融资租赁,储能业务,直租,PASS,3c6a5f38-da6c-4b12-81b8-cfde3714982f,上海康岙能源科技有限公司,102632,李艳茹,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,用于储能电站购买设备、建设用款等,156.0,上海市,市辖区,浦东新区,,电站电费分成收益,股东流动性支持,储能电站设备及配套设施,litigation,21,102632,2025-07-16 11:18:57,102632,2025-08-29 09:40:05,39df44b6-2fba-4137-92a2-1fc538407700,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,1.0,1.0,1.0,0,2025/08/11 15:18:25,2025/08/11,1,0.045,参照2025年06月20日央行五年期LPR3.50%利率加点值0.00BP，即3.50%。,固定利率,无,无,宽限期半年，只还息不还本，后十一年半等额本金还款,"[""102544"", ""102929"", ""102976"", ""103049"", ""102644"", ""206755c0-7349-4c5f-9ece-a23c3dd52f70"", ""103010"", ""102977""]",SELF_INVESTED_CONSTRUCTION,9d1a859a-2874-4e52-88e3-291b937c0246,c90167db-f675-40db-b925-caec1977d197,1.0,服务国电投集团,常规融资租赁,储能设备,设备采购,储能
b10d7467-b571-49d5-9a34-fe2093de34a3,XM2025060004,三门峡市陕州区平高清能风能开发有限公司200MW风力发电项目,1010000000.0,普通融资租赁,风力发电,直租,PASS,901bb44d-588c-47aa-bbfd-739f817246ac,三门峡市陕州区平高清能风能开发有限公司,477acceb-ed7d-48ab-8a3a-054b9fabed86,王福顺,yls_kflj7000083a4f,业务三部,yls_kflj700008aglr,富鸿资本（湖南）融资租赁有限公司,用于EPC项目建设及设备采购,156.0,河南省,三门峡市,陕州区,,项目电费收入,实控人担保,风机塔筒储能设备及其他配套工程,arbitration,6,477acceb-ed7d-48ab-8a3a-054b9fabed86,2025-09-11 09:30:09,103014,2025-09-18 13:49:48,ce30db26-be25-4a3d-8a76-359f37dfae31,BUSINESS_APPLY,yls_kflj700008aglr,STATISTIC,1.0,0.0,1.0,0,2025/06/26 15:39:10,2025/09/18,1,0.0533,参照2025年05月20日央行五年期LPR3.50%利率加点值196.00BP，即5.46%。,浮动利率,0,1%，下款后5个工作日内支付。,按季还租，宽限期2年，宽限期后等额本息。,"[""103049"", ""102929"", ""102653"", ""102569"", ""102791"", ""103075"", ""103010""]",,ff0fc59d-703d-42f0-92dc-87b45f55806a,3b0c16bd-196f-460c-9683-1be87b476789,3.0,市场化,常规融资租赁,综合能源设备,EPC款项,风电
b39711ed-295e-4e30-9ded-9257eb4aac81,XM2025050002,黑龙江七台河市200MW风电项目,1100000000.0,普通融资租赁,风力发电,直租,PASS,51202d6a-9b90-4022-9e1b-21d58e049afa,黑龙江风顺新能源科技有限公司,102625,和玉姗,yls_kflj70000m9tqt,业务二部,yls_kflj700008aglr,富鸿资本（湖南）融资租赁有限公司,项目施工建设及设备采购,156.0,黑龙江省,七台河市,茄子河区,茄子河区,电站电费收入,股东担保,风力发电设备及基础设施,litigation,62,102625,2025-05-22 14:51:34,103014,2025-06-19 11:59:28,4333e680-6487-4a4f-affc-d68c4bb27994,BUSINESS_APPLY,yls_kflj700008aglr,STATISTIC,1.0,1.0,1.0,0,2025/06/19 11:59:28,2025/06/18,1,0.0543,参照2024年10月21日央行五年期LPR3.60%利率加点值120.00BP，即4.80%。,浮动利率,无,1%，放款后5个工作日内按放款金额等比例收取,不规则，宽限期内只还息不还本，宽限期结束等额本息，季末付,"[""103010"", ""103075"", ""102791"", ""102569"", ""c72d2b1a-3f58-4920-9d00-39827c42dfdb"", ""102929"", ""103049""]",NEW_MARKET_DEVELOP,dc1469c0-e20c-4362-9214-ab07d2661d06,0162049f-e69b-4395-a269-f0299fa560a1,1.0,市场化,常规融资租赁,风电设备,设备采购,风电
